4,4,562.0,552.0,38.0,81.0,1,2,1.0
4,5,1659.0,795.0,49.0,111.0,1,2,1.0
4,6,1701.0,466.0,31.0,79.0,1,2,1.0
4,7,871.0,642.0,28.0,94.0,1,2,1.0
4,8,564.0,394.0,25.0,74.0,1,2,1.0
4,9,1327.0,203.0,19.0,51.0,1,2,1.0
4,10,1204.0,395.0,21.0,76.0,1,2,1.0
4,11,318.0,359.0,32.0,69.0,1,2,1.0
4,12,216.0,461.0,34.0,83.0,1,2,1.0
4,13,1618.0,302.0,28.0,60.0,1,2,1.0
4,14,434.0,265.0,25.0,57.0,1,2,1.0
4,15,1061.0,316.0,23.0,60.0,1,2,1.0
4,16,813.0,314.0,18.0,65.0,1,2,1.0
4,17,473.0,675.0,42.0,97.0,1,2,1.0
4,18,953.0,208.0,22.0,52.0,1,2,1.0
4,19,739.0,264.0,21.0,57.0,1,2,1.0
4,20,498.0,170.0,18.0,47.0,1,2,1.0
4,21,843.0,515.0,24.0,88.0,1,2,1.0
4,22,904.0,394.0,18.0,72.0,1,2,1.0
4,23,931.0,455.0,11.0,12.0,1,1,1.0
5,1,1017.0,520.0,27.0,79.0,1,2,1.0
5,2,176.0,567.0,41.0,92.0,1,2,1.0
5,3,921.0,601.0,42.0,84.0,1,2,1.0
5,4,562.0,552.0,38.0,81.0,1,2,1.0
5,5,1658.0,795.0,50.0,111.0,1,2,1.0
5,6,1701.0,467.0,31.0,77.0,1,2,1.0
5,7,871.0,642.0,28.0,94.0,1,2,1.0
5,8,564.0,394.0,25.0,74.0,1,2,1.0
5,9,1327.0,203.0,19.0,51.0,1,2,1.0
5,10,1204.0,395.0,21.0,76.0,1,2,1.0
5,11,318.0,359.0,32.0,68.0,1,2,1.0
5,12,216.0,462.0,34.0,82.0,1,2,1.0
5,13,1618.0,302.0,28.0,60.0,1,2,1.0
5,14,434.0,265.0,25.0,57.0,1,2,1.0
5,15,1061.0,316.0,23.0,60.0,1,2,1.0
5,16,813.0,314.0,19.0,65.0,1,2,1.0
5,17,473.0,675.0,42.0,97.0,1,2,1.0
5,18,953.0,208.0,22.0,52.0,1,2,1.0
5,19,738.0,264.0,22.0,57.0,1,2,1.0
5,20,498.0,170.0,18.0,47.0,1,2,1.0
5,21,843.0,516.0,24.0,87.0,1,2,1.0
5,22,905.0,394.0,17.0,72.0,1,2,1.0
5,23,931.0,455.0,11.0,12.0,1,1,1.0
6,1,1012.0,521.0,32.0,79.0,1,2,1.0
6,2,176.0,566.0,41.0,93.0,1,2,1.0
6,3,921.0,601.0,42.0,84.0,1,2,1.0
6,4,562.0,552.0,38.0,81.0,1,2,1.0
6,5,1658.0,795.0,50.0,111.0,1,2,1.0
6,6,1701.0,466.0,30.0,77.0,1,2,1.0
6,7,871.0,642.0,29.0,94.0,1,2,1.0
6,8,564.0,394.0,25.0,74.0,1,2,1.0
6,9,1327.0,203.0,19.0,51.0,1,2,1.0
6,10,1204.0,395.0,21.0,76.0,1,2,1.0
6,11,318.0,359.0,33.0,68.0,1,2,1.0
6,12,215.0,463.0,35.0,81.0,1,2,1.0
6,13,1619.0,302.0,28.0,60.0,1,2,1.0
6,14,434.0,265.0,25.0,57.0,1,2,1.0
6,15,1061.0,316.0,23.0,60.0,1,2,1.0
6,16,813.0,314.0,19.0,65.0,1,2,1.0
6,17,473.0,675.0,41.0,97.0,1,2,1.0
6,18,953.0,208.0,22.0,52.0,1,2,1.0
6,19,737.0,265.0,23.0,56.0,1,2,1.0
6,20,498.0,170.0,18.0,47.0,1,2,1.0
6,21,843.0,516.0,24.0,87.0,1,2,1.0
6,22,905.0,394.0,17.0,72.0,1,2,1.0
6,23,931.0,455.0,11.0,12.0,1,1,1.0
7,1,1010.0,521.0,34.0,79.0,1,2,1.0
7,2,176.0,566.0,41.0,93.0,1,2,1.0
7,3,921.0,601.0,42.0,84.0,1,2,1.0
7,4,561.0,552.0,39.0,81.0,1,2,1.0
7,5,1658.0,795.0,50.0,111.0,1,2,1.0
7,6,1701.0,466.0,29.0,77.0,1,2,1.0
7,7,871.0,642.0,30.0,94.0,1,2,1.0
7,8,564.0,394.0,25.0,74.0,1,2,1.0
7,9,1327.0,203.0,19.0,50.0,1,2,1.0
7,10,1204.0,395.0,21.0,76.0,1,2,1.0
7,11,318.0,359.0,32.0,68.0,1,2,1.0
7,12,214.0,464.0,36.0,80.0,1,2,1.0
7,13,1620.0,302.0,27.0,60.0,1,2,1.0
7,14,434.0,265.0,25.0,57.0,1,2,1.0
7,15,1060.0,316.0,24.0,60.0,1,2,1.0
7,16,813.0,314.0,19.0,65.0,1,2,1.0
7,17,473.0,675.0,41.0,97.0,1,2,1.0
7,18,953.0,208.0,22.0,52.0,1,2,1.0
7,19,737.0,265.0,23.0,56.0,1,2,1.0
7,20,498.0,170.0,19.0,47.0,1,2,1.0
7,21,844.0,516.0,23.0,87.0,1,2,1.0
7,22,905.0,394.0,17.0,72.0,1,2,1.0
7,23,931.0,456.0,11.0,11.0,1,1,1.0
8,1,1010.0,518.0,34.0,82.0,1,2,1.0
8,2,177.0,566.0,40.0,93.0,1,2,1.0
8,3,921.0,601.0,42.0,84.0,1,2,1.0
8,4,561.0,551.0,39.0,82.0,1,2,1.0
8,5,1658.0,795.0,50.0,111.0,1,2,1.0
8,6,1702.0,466.0,28.0,77.0,1,2,1.0
8,7,872.0,642.0,30.0,94.0,1,2,1.0
8,8,564.0,394.0,25.0,74.0,1,2,1.0
8,9,1327.0,203.0,20.0,50.0,1,2,1.0
8,10,1204.0,395.0,21.0,76.0,1,2,1.0
8,11,318.0,359.0,32.0,69.0,1,2,1.0
8,12,213.0,464.0,37.0,80.0,1,2,1.0
8,13,1621.0,302.0,26.0,60.0,1,2,1.0
8,14,434.0,265.0,25.0,57.0,1,2,1.0
8,15,1060.0,316.0,24.0,60.0,1,2,1.0
8,16,813.0,314.0,19.0,65.0,1,2,1.0
8,17,474.0,675.0,40.0,97.0,1,2,1.0
8,18,953.0,208.0,22.0,52.0,1,2,1.0
8,19,737.0,265.0,24.0,56.0,1,2,1.0
8,20,498.0,170.0,19.0,47.0,1,2,1.0
8,21,844.0,517.0,23.0,86.0,1,2,1.0
8,22,905.0,394.0,17.0,72.0,1,2,1.0
8,23,931.0,456.0,11.0,11.0,1,1,1.0
9,1,1011.0,516.0,33.0,83.0,1,2,1.0
9,2,178.0,567.0,39.0,92.0,1,2,1.0
9,3,921.0,601.0,42.0,84.0,1,2,1.0
9,4,561.0,551.0,39.0,82.0,1,2,1.0
9,5,1658.0,795.0,50.0,111.0,1,2,1.0
9,6,1702.0,466.0,27.0,77.0,1,2,1.0
9,7,872.0,642.0,30.0,94.0,1,2,1.0
9,8,564.0,394.0,24.0,74.0,1,2,1.0
9,9,1327.0,203.0,20.0,50.0,1,2,1.0
9,10,1205.0,395.0,20.0,76.0,1,2,1.0
9,11,318.0,359.0,32.0,69.0,1,2,1.0
9,12,212.0,464.0,38.0,80.0,1,2,1.0
9,13,1621.0,302.0,26.0,60.0,1,2,1.0
9,14,434.0,265.0,25.0,57.0,1,2,1.0
9,15,1061.0,316.0,23.0,60.0,1,2,1.0
9,16,813.0,314.0,19.0,65.0,1,2,1.0
9,17,474.0,675.0,40.0,97.0,1,2,1.0
9,18,953.0,208.0,22.0,52.0,1,2,1.0
9,19,737.0,265.0,24.0,56.0,1,2,1.0
9,20,498.0,170.0,19.0,47.0,1,2,1.0
9,21,844.0,517.0,23.0,86.0,1,2,1.0
9,22,905.0,394.0,18.0,72.0,1,2,1.0
9,23,931.0,456.0,11.0,11.0,1,1,1.0
10,1,1012.0,512.0,32.0,85.0,1,2,1.0
10,2,179.0,566.0,38.0,93.0,1,2,1.0
10,3,921.0,601.0,42.0,84.0,1,2,1.0
10,4,561.0,551.0,39.0,82.0,1,2,1.0
10,5,1658.0,795.0,50.0,111.0,1,2,1.0
10,6,1702.0,466.0,27.0,76.0,1,2,1.0
10,7,873.0,641.0,30.0,95.0,1,2,1.0
10,8,564.0,394.0,24.0,74.0,1,2,1.0
10,9,1328.0,203.0,19.0,50.0,1,2,1.0
10,10,1205.0,395.0,20.0,76.0,1,2,1.0
10,11,318.0,359.0,32.0,68.0,1,2,1.0
10,12,212.0,464.0,38.0,80.0,1,2,1.0
10,13,1621.0,302.0,27.0,60.0,1,2,1.0
10,14,433.0,265.0,26.0,57.0,1,2,1.0
10,15,1061.0,316.0,23.0,60.0,1,2,1.0
10,16,813.0,315.0,19.0,64.0,1,2,1.0
10,17,474.0,675.0,40.0,97.0,1,2,1.0
10,18,953.0,208.0,22.0,52.0,1,2,1.0
10,19,737.0,265.0,24.0,56.0,1,2,1.0
10,20,498.0,170.0,19.0,47.0,1,2,1.0
10,21,844.0,518.0,23.0,85.0,1,2,1.0
10,22,906.0,395.0,17.0,71.0,1,2,1.0
10,23,931.0,456.0,11.0,11.0,1,1,1.0
